Titre,Lien,Entreprise,Lieu,DateDebut,DateFin,Postes
"Gestionnaire Clientèle - Réseau Fès Taounate (H/F) | Fès / Taounate (Maroc)",https://www.rekrute.com/offre-emploi-gestionnaire-clientele---reseau-fes-taounate-hf-recrutement-attijariwafa-bank-fes-taounate-177466.html,"","","27/11/2025","27/01/2026","20"
"Business Analyst in Claims Management (H/ F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-business-analyst-in-claims-management-h-f-recrutement-confidentiel-casablanca-177463.html,"","","27/11/2025","27/01/2026","5"
"Demand Planner | Skhirat (Maroc)",https://www.rekrute.com/offre-emploi-demand-planner-recrutement-groupe-labelvie---carrefour-skhirat-177462.html,"","","27/11/2025","27/01/2026","1"
"Demand Planner | Skhirat (Maroc)",https://www.rekrute.com/offre-emploi-demand-planner-recrutement-groupe-labelvie---carrefour-skhirat-177462.html,"","","27/11/2025","27/01/2026","1"
"PMO (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-pmo-hf-recrutement-confidentiel-casablanca-177461.html,"","","27/11/2025","27/01/2026","3"
"Designer Fonctionnel Senior – Domaine Assurance & Inventaires (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-designer-fonctionnel-senior-domaine-assurance-inventaires-hf-recrutement-confidentiel-casablanca-177460.html,"","","27/11/2025","27/01/2026","1"
"Business Analyst - Asset Management (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-business-analyst---asset-management-hf-recrutement-confidentiel-casablanca-177459.html,"","","27/11/2025","27/01/2026","1"
"Aide Comptable (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-aide-comptable-hf-recrutement-confidentiel-casablanca-177458.html,"","","27/11/2025","27/01/2026","27/01/2026"
"Conducteur de Travaux (Hydraulique) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-conducteur-de-travaux-hydraulique-recrutement-domino-hr-morocco-casablanca-177456.html,"","","27/11/2025","27/01/2026","1"
"Ingénieur mécanique (Anglophone) | Kénitra (Maroc)",https://www.rekrute.com/offre-emploi-ingenieur-mecanique-anglophone-recrutement-domino-hr-morocco-kenitra-177455.html,"","","27/11/2025","27/01/2026","1"
"Chef de Département Administratif et Financier | Skhirat (Maroc)",https://www.rekrute.com/offre-emploi-chef-de-departement-administratif-et-financier-recrutement-confidentiel-skhirat-176294.html,"","","27/11/2025","20/12/2025","1"
"Approvisionneur Non Alimentaire | Skhirat (Maroc)",https://www.rekrute.com/offre-emploi-approvisionneur-non-alimentaire-recrutement-groupe-labelvie---carrefour-skhirat-176396.html,"","","27/11/2025","22/12/2025","1"
"Lead Business Analyst (H/ F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-lead-business-analyst-h-f-recrutement-confidentiel-casablanca-177454.html,"","","27/11/2025","27/01/2026","1"
"Ingénieur(e) Mécanique / Maintenance | Kénitra (Maroc)",https://www.rekrute.com/offre-emploi-ingenieure-mecanique-maintenance-recrutement-domino-hr-morocco-kenitra-177453.html,"","","27/11/2025","27/01/2026","1"
"Responsable Compliance et Éthique | Skhirat (Maroc)",https://www.rekrute.com/offre-emploi-responsable-compliance-et-ethique-recrutement-groupe-labelvie---carrefour-skhirat-177452.html,"","","27/11/2025","27/01/2026","1"
"Product Owner (H/ F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-product-owner-h-f-recrutement-confidentiel-casablanca-177451.html,"","","27/11/2025","27/01/2026","1"
"Ingénieure/Ingénieur DataStage | Casablanca / Rabat (Maroc)",https://www.rekrute.com/offre-emploi-ingenieureingenieur-datastage-recrutement-capgemini-casablanca-rabat-176380.html,"","","27/11/2025","21/12/2025","2"
"AGENTS SAV ( ASSISTANTS TECHNIQUES) H/F | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-agents-sav-assistants-techniques-hf-recrutement-manpower-agences-casablanca-177449.html,"","","27/11/2025","27/01/2026","5"
"Agent Support Commercial Mid/Long Tail – (Sidi Maârouf) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-agent-support-commercial-midlong-tail-sidi-maarouf-recrutement-manpower-agences-casablanca-177448.html,"","","27/11/2025","27/01/2026","1"
"MCC: Buscamos Asesores al Cliente Back-Office Hispanohablantes – Live Chat #BOESP1125 | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-mcc-buscamos-asesores-al-cliente-back-office-hispanohablantes-live-chat-boesp1125-recrutement-marketing-call-center-rabat-177447.html,"","","27/11/2025","27/01/2026","20"
"Superviseur Espaces Verts | LAAYOUNE (Maroc)",https://www.rekrute.com/offre-emploi-superviseur-espaces-verts-recrutement-um6p---universite-mohammed-vi-polytechnique-laayoune-177444.html,"","","27/11/2025","27/01/2026","1"
"Superviseur Fluide | LAAYOUNE (Maroc)",https://www.rekrute.com/offre-emploi-superviseur-fluide-recrutement-um6p---universite-mohammed-vi-polytechnique-laayoune-177445.html,"","","27/11/2025","27/01/2026","1"
"Superviseur Hebergements | LAAYOUNE (Maroc)",https://www.rekrute.com/offre-emploi-superviseur-hebergements-recrutement-um6p---universite-mohammed-vi-polytechnique-laayoune-177441.html,"","","27/11/2025","27/01/2026","1"
"Superviseur Seconds Œuvres | LAAYOUNE (Maroc)",https://www.rekrute.com/offre-emploi-superviseur-seconds-uvres-recrutement-um6p---universite-mohammed-vi-polytechnique-laayoune-177443.html,"","","27/11/2025","27/01/2026","1"
"Messanger | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-messanger-recrutement-cnexia-rabat-177440.html,"","","27/11/2025","27/01/2026","1"
"Contrôleur Permanent Risques & Finances (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-controleur-permanent-risques-finances-hf-recrutement-bank-assafa-casablanca-177439.html,"","","27/11/2025","27/01/2026","1"
"Comptable | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-comptable-recrutement-bank-assafa-casablanca-177438.html,"","","27/11/2025","27/01/2026","2"
"Chargé(e) d'affaires | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-chargee-daffaires-recrutement-bank-assafa-casablanca-177437.html,"","","27/11/2025","27/01/2026","1"
"Chef de projet SI - Moyens de Paiement H/F | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-chef-de-projet-si---moyens-de-paiement-hf-recrutement-bank-assafa-casablanca-177436.html,"","","27/11/2025","27/01/2026","1"
"Chef de Projet Organisation - Confirmé / Sénior (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-chef-de-projet-organisation---confirme-senior-hf-recrutement-bank-assafa-casablanca-177435.html,"","","27/11/2025","27/01/2026","2"
"Chef de projet SI - MOE (Plusieurs Profils) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-chef-de-projet-si---moe-plusieurs-profils-recrutement-bank-assafa-casablanca-177434.html,"","","27/11/2025","27/01/2026","4"
"Team Manager Francophone | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-team-manager-francophone-recrutement-foundever-ex-sitel-group-rabat-177433.html,"","","27/11/2025","27/01/2026","2"
"Stagiaire en Construction | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-stagiaire-en-construction-recrutement-mcdonalds-maroc-casablanca-177432.html,"","","27/11/2025","27/01/2026","27/01/2026"
"Stagiaire en Construction | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-stagiaire-en-construction-recrutement-mcdonalds-maroc-casablanca-177432.html,"","","27/11/2025","27/01/2026","27/01/2026"
"Klantendienstmedewerker – Leider in Belgische telecommunicatie | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-klantendienstmedewerker-leider-in-belgische-telecommunicatie-recrutement-foundever-ex-sitel-group-rabat-177431.html,"","","27/11/2025","27/01/2026","7"
"Jobaanbieding: customer support representative – logistics (nederlands sprekend, 100% remote) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-jobaanbieding-customer-support-representative-logistics-nederlands-sprekend-100-remote-recrutement-foundever-ex-sitel-group-casablanca-177430.html,"","","27/11/2025","27/01/2026","10"
"Opérateur.trice Peintre En Aéronautique | Bouskoura (Maroc)",https://www.rekrute.com/offre-emploi-operateur.trice-peintre-en-aeronautique-recrutement-nicomatic-bouskoura-177429.html,"","","27/11/2025","27/01/2026","1"
"Consultant(e) RH | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-consultante-rh-recrutement-crit-casablanca-177428.html,"","","26/11/2025","26/01/2026","1"
"Commerciaux en Assurance Santé – Émission d’Appels | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-commerciaux-en-assurance-sante-emission-dappels-recrutement-eca-assurances-casablanca-177426.html,"","","26/11/2025","26/01/2026","10"
"Payroll Specialist / Spécialiste Paie | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-payroll-specialist-specialiste-paie-recrutement-confidentiel-casablanca-177425.html,"","","26/11/2025","26/01/2026","1"
"Manager H/F | Marrakech (Maroc)",https://www.rekrute.com/offre-emploi-manager-hf-recrutement-mcdonalds-maroc-marrakech-176751.html,"","","26/11/2025","03/01/2026","03/01/2026"
"Agente Administrativo- Spanish-Portugues-Speaking | Tétouan (Maroc)",https://www.rekrute.com/offre-emploi-agente-administrativo--spanish-portugues-speaking-recrutement-ntt-data-tetouan-177423.html,"","","26/11/2025","26/01/2026","50"
"Chef D'Agence | Salé (Maroc)",https://www.rekrute.com/offre-emploi-chef-dagence-recrutement-fondation-arrawaj-sale-177421.html,"","","26/11/2025","26/01/2026","3"
"Urgent :conseillers commerciaux en assurance. rejoignez nous! primes déplafonnées, transport assuré. | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-urgent-conseillers-commerciaux-en-assurance.-rejoignez-nous-primes-deplafonnees-transport-assure.-recrutement-eca-assurances-casablanca-176738.html,"","","26/11/2025","03/01/2026","5"
"Chargé de portefeuille commercial FRET | CASABLANCA (Maroc)",https://www.rekrute.com/offre-emploi-charge-de-portefeuille-commercial-fret-recrutement-atlas-multiservices-casablanca-177419.html,"","","26/11/2025","26/01/2026","1"
"Gestionnaire Campement Minier | Errachidia - Tinejdad (Maroc)",https://www.rekrute.com/offre-emploi-gestionnaire-campement-minier-recrutement-aya-gold-silver-errachidia---tinejdad-177418.html,"","","26/11/2025","26/01/2026","1"
"Social media supervisor | CASABLANCA (Maroc)",https://www.rekrute.com/offre-emploi-social-media-supervisor-recrutement-atlas-multiservices-casablanca-177417.html,"","","26/11/2025","26/01/2026","1"
"Comptable (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-comptable-hf-recrutement-automobile-club-du-maroc-casablanca-177391.html,"","","26/11/2025","26/01/2026","1"
"Conseillers client technique en reception d'appel | Fes (Maroc)",https://www.rekrute.com/offre-emploi-conseillers-client-technique-en-reception-dappel-recrutement-cnexia-fes-177416.html,"","","26/11/2025","26/01/2026","1"
"Conseiller Technique Francophone | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-conseiller-technique-francophone-recrutement-cnexia-rabat-177415.html,"","","26/11/2025","26/01/2026","1"
"Technicien(ne) en industrie pharmaceutique | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-technicienne-en-industrie-pharmaceutique-recrutement-capgemini-engineering-casablanca-177412.html,"","","26/11/2025","26/01/2026","26/01/2026"
"Chargée d’Accueil & Bureau d’Ordre. | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-chargee-daccueil-bureau-dordre.-recrutement-confidentiel-casablanca-177411.html,"","","26/11/2025","26/01/2026","1"
"Sénior Ingénieur Assurance & Qualité | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-senior-ingenieur-assurance-qualite-recrutement-capgemini-engineering-casablanca-176936.html,"","","26/11/2025","10/01/2026","10/01/2026"
"Ingénieur Qualité Assurance | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-ingenieur-qualite-assurance-recrutement-capgemini-engineering-casablanca-176938.html,"","","26/11/2025","10/01/2026","10/01/2026"
"Professeurs d'Enseignement Supérieur Directeur de Spécialité (PESD) et Professeurs Assistants (PA) H/F | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-professeurs-denseignement-superieur-directeur-de-specialite-pesd-et-professeurs-assistants-pa-hf-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-176902.html,"","","26/11/2025","07/01/2026","19"
"Assistant(e) de direction expérimenté(e) F/H | Casablanca-Settat, Maroc (Maroc)",https://www.rekrute.com/offre-emploi-assistante-de-direction-experimentee-fh-recrutement-deloitte-extended-services-casablanca-settat-maroc-177409.html,"","","26/11/2025","26/01/2026","26/01/2026"
"Directeur(trice) de la Recherche Médicale et de l'Innovation | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-directeurtrice-de-la-recherche-medicale-et-de-linnovation-recrutement-huir---lhopital-universitaire-international-de-rabat-rabat-177405.html,"","","26/11/2025","26/01/2026","1"
"Ingénieur support Java (F/H) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-ingenieur-support-java-fh-recrutement-sofrecom-maroc-casablanca-177404.html,"","","26/11/2025","26/01/2026","26/01/2026"
"Ingénieur support PHP (F/H) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-ingenieur-support-php-fh-recrutement-sofrecom-maroc-casablanca-177403.html,"","","26/11/2025","26/01/2026","1"
"Agent de Trésorerie (H/F) | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-agent-de-tresorerie-hf-recrutement-pwc-casablanca-176035.html,"","","26/11/2025","10/12/2025","3"
"People & Project Lead (H/F) | Rabat (Maroc)",https://www.rekrute.com/offre-emploi-people-project-lead-hf-recrutement-afd.tech-rabat-177402.html,"","","26/11/2025","26/01/2026","26/01/2026"
"Agent administratif RH | CASABLANCA (Maroc)",https://www.rekrute.com/offre-emploi-agent-administratif-rh-recrutement-atlas-multiservices-casablanca-177401.html,"","","26/11/2025","26/01/2026","1"
"Agent Administratif RH | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-agent-administratif-rh-recrutement-confidentiel-casablanca-177400.html,"","","26/11/2025","26/01/2026","1"
"Gestionnaire Marketing et Communication | CASABLANCA (Maroc)",https://www.rekrute.com/offre-emploi-gestionnaire-marketing-et-communication-recrutement-atlas-multiservices-casablanca-177399.html,"","","26/11/2025","26/01/2026","1"
"COORDINATEUR ACHATS JUNIOR H/F | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-coordinateur-achats-junior-hf-recrutement-alh-holding-casablanca-177018.html,"","","26/11/2025","12/01/2026","1"
"Gestionnaire Qualité | CASABLANCA (France)",https://www.rekrute.com/offre-emploi-gestionnaire-qualite-recrutement-atlas-multiservices-casablanca-177398.html,"","","26/11/2025","26/01/2026","1"
"Responsable Communication H/F | Meknès (Maroc)",https://www.rekrute.com/offre-emploi-responsable-communication-hf-recrutement-confidentiel-meknes-177397.html,"","","26/11/2025","26/01/2026","1"
"Responsable Communication H/F | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-responsable-communication-hf-recrutement-confidentiel-casablanca-177242.html,"","","26/11/2025","20/01/2026","1"
"Conseillers en réception d'appels avec prime de technicité | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-conseillers-en-reception-dappels-avec-prime-de-technicite-recrutement-foundever-ex-sitel-group-casablanca-177395.html,"","","26/11/2025","26/01/2026","1"
"Responsable sécurité secteur gardiennage et nettoyage | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-responsable-securite-secteur-gardiennage-et-nettoyage-recrutement-confidentiel-casablanca-176207.html,"","","26/11/2025","15/12/2025","1"
"Responsable Appels d’Offres Marchés Publics privé secteur gardiennage nettoyage intérim | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-responsable-appels-doffres-marches-publics-prive-secteur-gardiennage-nettoyage-interim-recrutement-confidentiel-casablanca-176209.html,"","","26/11/2025","15/12/2025","1"
"Chargée relation client contrat intérim | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-chargee-relation-client-contrat-interim-recrutement-adequat-interim-maroc-casablanca-176210.html,"","","26/11/2025","15/12/2025","1"
"hôtesse Accueil présentable secteur automobile marque de luxe | 5 (Maroc)",https://www.rekrute.com/offre-emploi-hotesse-accueil-presentable-secteur-automobile-marque-de-luxe-recrutement-adequat-interim-maroc-5-176720.html,"","","26/11/2025","01/01/2026","1"
"Agent RH (Administratif) en Agence d’Intérim | Casablanca (Maroc)",https://www.rekrute.com/offre-emploi-agent-rh-administratif-en-agence-dinterim-recrutement-adequat-interim-maroc-casablanca-176421.html,"","","26/11/2025","22/12/2025","1"
"Chief Accoutant | Casablanca (avec 1 déplacement hebdomadaire à Jorf Lasfar). (Maroc)",https://www.rekrute.com/offre-emploi-chief-accoutant-recrutement-cobco-casablanca-avec-1-deplacement-hebdomadaire-a-jorf-lasfar.-177394.html,"","","26/11/2025","26/01/2026","1"
